id,category,title_en,title_ar,amazon_asin,amazon_english_url,amazon_arabic_url,source_platform,status,collection_note
"ORDER-371106","fashion","Travel Modest Activewear Set","سفر - أزياء وملابس محتشمة","B0FDBFMTG8","https://www.amazon.ae/-/en/dp/B0FDBFMTG8","https://www.amazon.ae/-/ar/dp/B0FDBFMTG8","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371107","fashion","Travel Family Eid Outfit Pack","سفر - أزياء وملابس محتشمة","B0GVL2ZSW4","https://www.amazon.ae/-/en/dp/B0GVL2ZSW4","https://www.amazon.ae/-/ar/dp/B0GVL2ZSW4","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371108","fashion","Travel Men's Sandal Retail Set","سفر - أزياء وملابس محتشمة","B0GH25N687","https://www.amazon.ae/-/en/dp/B0GH25N687","https://www.amazon.ae/-/ar/dp/B0GH25N687","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371109","fashion","Travel Women's Tote & Scarf Set","سفر - أزياء وملابس محتشمة","B0BQD6ZWT2","https://www.amazon.ae/-/en/dp/B0BQD6ZWT2","https://www.amazon.ae/-/ar/dp/B0BQD6ZWT2","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371110","fashion","Travel Premium Prayer Wear Set","سفر - أزياء وملابس محتشمة","B09WMK5TSG","https://www.amazon.ae/-/en/dp/B09WMK5TSG","https://www.amazon.ae/-/ar/dp/B09WMK5TSG","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371111","jewelry","Retail Smart Luxury Watch","تجزئة - مجوهرات وساعات","B0CT3SGHXL","https://www.amazon.ae/-/en/dp/B0CT3SGHXL","https://www.amazon.ae/-/ar/dp/B0CT3SGHXL","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371112","jewelry","Retail Minimal Gold Jewelry Set","تجزئة - مجوهرات وساعات","B0GR61WW1Z","https://www.amazon.ae/-/en/dp/B0GR61WW1Z","https://www.amazon.ae/-/ar/dp/B0GR61WW1Z","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371113","jewelry","Retail Luxury Watch Display Box","تجزئة - مجوهرات وساعات","B0F9F5X1QB","https://www.amazon.ae/-/en/dp/B0F9F5X1QB","https://www.amazon.ae/-/ar/dp/B0F9F5X1QB","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371114","jewelry","Retail Men's Steel Bracelet Set","تجزئة - مجوهرات وساعات","B01MUA5DU5","https://www.amazon.ae/-/en/dp/B01MUA5DU5","https://www.amazon.ae/-/ar/dp/B01MUA5DU5","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371115","jewelry","Retail Pearl Necklace Gift Box","تجزئة - مجوهرات وساعات","B0GMJH7TCM","https://www.amazon.ae/-/en/dp/B0GMJH7TCM","https://www.amazon.ae/-/ar/dp/B0GMJH7TCM","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371116","jewelry","Retail Arabic Initial Pendant Set","تجزئة - مجوهرات وساعات","B07C9M757Q","https://www.amazon.ae/-/en/dp/B07C9M757Q","https://www.amazon.ae/-/ar/dp/B07C9M757Q","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371117","jewelry","Retail Women's Fashion Watch Pack","تجزئة - مجوهرات وساعات","B07WGJ1JNW","https://www.amazon.ae/-/en/dp/B07WGJ1JNW","https://www.amazon.ae/-/ar/dp/B07WGJ1JNW","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371118","jewelry","Retail Travel Jewelry Organizer","تجزئة - مجوهرات وساعات","B087N9LLLV","https://www.amazon.ae/-/en/dp/B087N9LLLV","https://www.amazon.ae/-/ar/dp/B087N9LLLV","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371119","jewelry","Retail Luxury Cufflink Set","تجزئة - مجوهرات وساعات","B07WGMD9ND","https://www.amazon.ae/-/en/dp/B07WGMD9ND","https://www.amazon.ae/-/ar/dp/B07WGMD9ND","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371120","jewelry","Retail Crystal Bracelet Gift Set","تجزئة - مجوهرات وساعات","B01MXY3COB","https://www.amazon.ae/-/en/dp/B01MXY3COB","https://www.amazon.ae/-/ar/dp/B01MXY3COB","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371121","jewelry","Pro Smart Luxury Watch","احترافي - مجوهرات وساعات","B07BS3LCP1","https://www.amazon.ae/-/en/dp/B07BS3LCP1","https://www.amazon.ae/-/ar/dp/B07BS3LCP1","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371122","jewelry","Pro Minimal Gold Jewelry Set","احترافي - مجوهرات وساعات","B015ZXPZUG","https://www.amazon.ae/-/en/dp/B015ZXPZUG","https://www.amazon.ae/-/ar/dp/B015ZXPZUG","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371123","jewelry","Pro Luxury Watch Display Box","احترافي - مجوهرات وساعات","B01MFG732O","https://www.amazon.ae/-/en/dp/B01MFG732O","https://www.amazon.ae/-/ar/dp/B01MFG732O","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371124","jewelry","Pro Men's Steel Bracelet Set","احترافي - مجوهرات وساعات","B00A2ERBSS","https://www.amazon.ae/-/en/dp/B00A2ERBSS","https://www.amazon.ae/-/ar/dp/B00A2ERBSS","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371125","jewelry","Pro Pearl Necklace Gift Box","احترافي - مجوهرات وساعات","B079C94BMZ","https://www.amazon.ae/-/en/dp/B079C94BMZ","https://www.amazon.ae/-/ar/dp/B079C94BMZ","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371126","jewelry","Pro Arabic Initial Pendant Set","احترافي - مجوهرات وساعات","B07W8Q5KBV","https://www.amazon.ae/-/en/dp/B07W8Q5KBV","https://www.amazon.ae/-/ar/dp/B07W8Q5KBV","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371127","jewelry","Pro Women's Fashion Watch Pack","احترافي - مجوهرات وساعات","B0BS3TFFJY","https://www.amazon.ae/-/en/dp/B0BS3TFFJY","https://www.amazon.ae/-/ar/dp/B0BS3TFFJY","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371128","jewelry","Pro Travel Jewelry Organizer","احترافي - مجوهرات وساعات","B000J39T2S","https://www.amazon.ae/-/en/dp/B000J39T2S","https://www.amazon.ae/-/ar/dp/B000J39T2S","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371129","jewelry","Pro Luxury Cufflink Set","احترافي - مجوهرات وساعات","B0CCSC9GP3","https://www.amazon.ae/-/en/dp/B0CCSC9GP3","https://www.amazon.ae/-/ar/dp/B0CCSC9GP3","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371130","jewelry","Pro Crystal Bracelet Gift Set","احترافي - مجوهرات وساعات","B08WGB2RFN","https://www.amazon.ae/-/en/dp/B08WGB2RFN","https://www.amazon.ae/-/ar/dp/B08WGB2RFN","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371131","jewelry","Compact Smart Luxury Watch","مدمج - مجوهرات وساعات","B09WS9FH1V","https://www.amazon.ae/-/en/dp/B09WS9FH1V","https://www.amazon.ae/-/ar/dp/B09WS9FH1V","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371132","jewelry","Compact Minimal Gold Jewelry Set","مدمج - مجوهرات وساعات","B0B3GJYFQX","https://www.amazon.ae/-/en/dp/B0B3GJYFQX","https://www.amazon.ae/-/ar/dp/B0B3GJYFQX","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371133","jewelry","Compact Luxury Watch Display Box","مدمج - مجوهرات وساعات","B015ZXPT0M","https://www.amazon.ae/-/en/dp/B015ZXPT0M","https://www.amazon.ae/-/ar/dp/B015ZXPT0M","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371134","jewelry","Compact Men's Steel Bracelet Set","مدمج - مجوهرات وساعات","B01N18OW9V","https://www.amazon.ae/-/en/dp/B01N18OW9V","https://www.amazon.ae/-/ar/dp/B01N18OW9V","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371135","jewelry","Compact Pearl Necklace Gift Box","مدمج - مجوهرات وساعات","B0DJ5ZXZQP","https://www.amazon.ae/-/en/dp/B0DJ5ZXZQP","https://www.amazon.ae/-/ar/dp/B0DJ5ZXZQP","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371136","jewelry","Compact Arabic Initial Pendant Set","مدمج - مجوهرات وساعات","B01BY7JUCQ","https://www.amazon.ae/-/en/dp/B01BY7JUCQ","https://www.amazon.ae/-/ar/dp/B01BY7JUCQ","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371137","jewelry","Compact Women's Fashion Watch Pack","مدمج - مجوهرات وساعات","B000GBPDIW","https://www.amazon.ae/-/en/dp/B000GBPDIW","https://www.amazon.ae/-/ar/dp/B000GBPDIW","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371138","jewelry","Compact Travel Jewelry Organizer","مدمج - مجوهرات وساعات","B09B9P5GPY","https://www.amazon.ae/-/en/dp/B09B9P5GPY","https://www.amazon.ae/-/ar/dp/B09B9P5GPY","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371139","jewelry","Compact Luxury Cufflink Set","مدمج - مجوهرات وساعات","B0CR3PZT31","https://www.amazon.ae/-/en/dp/B0CR3PZT31","https://www.amazon.ae/-/ar/dp/B0CR3PZT31","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371140","jewelry","Compact Crystal Bracelet Gift Set","مدمج - مجوهرات وساعات","B000LAKYW8","https://www.amazon.ae/-/en/dp/B000LAKYW8","https://www.amazon.ae/-/ar/dp/B000LAKYW8","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371141","jewelry","Premium Smart Luxury Watch","فاخر - مجوهرات وساعات","B00HFPIIOI","https://www.amazon.ae/-/en/dp/B00HFPIIOI","https://www.amazon.ae/-/ar/dp/B00HFPIIOI","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371142","jewelry","Premium Minimal Gold Jewelry Set","فاخر - مجوهرات وساعات","B0CHPJ2XTC","https://www.amazon.ae/-/en/dp/B0CHPJ2XTC","https://www.amazon.ae/-/ar/dp/B0CHPJ2XTC","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371143","jewelry","Premium Luxury Watch Display Box","فاخر - مجوهرات وساعات","B0833XQXSM","https://www.amazon.ae/-/en/dp/B0833XQXSM","https://www.amazon.ae/-/ar/dp/B0833XQXSM","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371144","jewelry","Premium Men's Steel Bracelet Set","فاخر - مجوهرات وساعات","B08C2X57ZH","https://www.amazon.ae/-/en/dp/B08C2X57ZH","https://www.amazon.ae/-/ar/dp/B08C2X57ZH","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371145","jewelry","Premium Pearl Necklace Gift Box","فاخر - مجوهرات وساعات","B0D7PVBQYH","https://www.amazon.ae/-/en/dp/B0D7PVBQYH","https://www.amazon.ae/-/ar/dp/B0D7PVBQYH","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371146","jewelry","Premium Arabic Initial Pendant Set","فاخر - مجوهرات وساعات","B0CTCLBST5","https://www.amazon.ae/-/en/dp/B0CTCLBST5","https://www.amazon.ae/-/ar/dp/B0CTCLBST5","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371147","jewelry","Premium Women's Fashion Watch Pack","فاخر - مجوهرات وساعات","B0CZSM9692","https://www.amazon.ae/-/en/dp/B0CZSM9692","https://www.amazon.ae/-/ar/dp/B0CZSM9692","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371148","jewelry","Premium Travel Jewelry Organizer","فاخر - مجوهرات وساعات","B079MRQ1VW","https://www.amazon.ae/-/en/dp/B079MRQ1VW","https://www.amazon.ae/-/ar/dp/B079MRQ1VW","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371149","jewelry","Premium Luxury Cufflink Set","فاخر - مجوهرات وساعات","B01NC2LLDE","https://www.amazon.ae/-/en/dp/B01NC2LLDE","https://www.amazon.ae/-/ar/dp/B01NC2LLDE","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371150","jewelry","Premium Crystal Bracelet Gift Set","فاخر - مجوهرات وساعات","B095KYR2KJ","https://www.amazon.ae/-/en/dp/B095KYR2KJ","https://www.amazon.ae/-/ar/dp/B095KYR2KJ","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371151","jewelry","Travel Smart Luxury Watch","سفر - مجوهرات وساعات","B0992HV713","https://www.amazon.ae/-/en/dp/B0992HV713","https://www.amazon.ae/-/ar/dp/B0992HV713","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371152","jewelry","Travel Minimal Gold Jewelry Set","سفر - مجوهرات وساعات","B0CWCZ5V6T","https://www.amazon.ae/-/en/dp/B0CWCZ5V6T","https://www.amazon.ae/-/ar/dp/B0CWCZ5V6T","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371153","jewelry","Travel Luxury Watch Display Box","سفر - مجوهرات وساعات","B00HF49WWG","https://www.amazon.ae/-/en/dp/B00HF49WWG","https://www.amazon.ae/-/ar/dp/B00HF49WWG","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371154","jewelry","Travel Men's Steel Bracelet Set","سفر - مجوهرات وساعات","B0D53LKQ3F","https://www.amazon.ae/-/en/dp/B0D53LKQ3F","https://www.amazon.ae/-/ar/dp/B0D53LKQ3F","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371155","jewelry","Travel Pearl Necklace Gift Box","سفر - مجوهرات وساعات","B00EECW2EM","https://www.amazon.ae/-/en/dp/B00EECW2EM","https://www.amazon.ae/-/ar/dp/B00EECW2EM","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371156","jewelry","Travel Arabic Initial Pendant Set","سفر - مجوهرات وساعات","B00DUCIMCI","https://www.amazon.ae/-/en/dp/B00DUCIMCI","https://www.amazon.ae/-/ar/dp/B00DUCIMCI","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371157","jewelry","Travel Women's Fashion Watch Pack","سفر - مجوهرات وساعات","B01BY7JU76","https://www.amazon.ae/-/en/dp/B01BY7JU76","https://www.amazon.ae/-/ar/dp/B01BY7JU76","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371158","jewelry","Travel Travel Jewelry Organizer","سفر - مجوهرات وساعات","B07ZW91L56","https://www.amazon.ae/-/en/dp/B07ZW91L56","https://www.amazon.ae/-/ar/dp/B07ZW91L56","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371159","jewelry","Travel Luxury Cufflink Set","سفر - مجوهرات وساعات","B000KKO85S","https://www.amazon.ae/-/en/dp/B000KKO85S","https://www.amazon.ae/-/ar/dp/B000KKO85S","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371160","jewelry","Travel Crystal Bracelet Gift Set","سفر - مجوهرات وساعات","B007V2ZZWS","https://www.amazon.ae/-/en/dp/B007V2ZZWS","https://www.amazon.ae/-/ar/dp/B007V2ZZWS","amazon.ae","ready","Amazon.ae popularity-rank query: watches"
"ORDER-371161","home","Retail Compact Air Fryer","تجزئة - المنزل والمطبخ","B0BVT84FLK","https://www.amazon.ae/-/en/dp/B0BVT84FLK","https://www.amazon.ae/-/ar/dp/B0BVT84FLK","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371162","home","Retail Arabic Coffee Gift Kit","تجزئة - المنزل والمطبخ","B099VYY4MT","https://www.amazon.ae/-/en/dp/B099VYY4MT","https://www.amazon.ae/-/ar/dp/B099VYY4MT","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371163","home","Retail Electric Kettle Set","تجزئة - المنزل والمطبخ","B09BJNFH1V","https://www.amazon.ae/-/en/dp/B09BJNFH1V","https://www.amazon.ae/-/ar/dp/B09BJNFH1V","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371164","home","Retail Capsule Coffee Machine","تجزئة - المنزل والمطبخ","B0DK6YX8CW","https://www.amazon.ae/-/en/dp/B0DK6YX8CW","https://www.amazon.ae/-/ar/dp/B0DK6YX8CW","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371165","home","Retail Kitchen Storage Organizer","تجزئة - المنزل والمطبخ","B0FJS15KS4","https://www.amazon.ae/-/en/dp/B0FJS15KS4","https://www.amazon.ae/-/ar/dp/B0FJS15KS4","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371166","home","Retail Digital Kitchen Scale","تجزئة - المنزل والمطبخ","B0DP92ZRVP","https://www.amazon.ae/-/en/dp/B0DP92ZRVP","https://www.amazon.ae/-/ar/dp/B0DP92ZRVP","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371167","home","Retail Countertop Blender","تجزئة - المنزل والمطبخ","B0DK6R412K","https://www.amazon.ae/-/en/dp/B0DK6R412K","https://www.amazon.ae/-/ar/dp/B0DK6R412K","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371168","home","Retail Stainless Cookware Set","تجزئة - المنزل والمطبخ","B0DDT53QQM","https://www.amazon.ae/-/en/dp/B0DDT53QQM","https://www.amazon.ae/-/ar/dp/B0DDT53QQM","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371169","home","Retail Smart Home Diffuser","تجزئة - المنزل والمطبخ","B09SG2XVGJ","https://www.amazon.ae/-/en/dp/B09SG2XVGJ","https://www.amazon.ae/-/ar/dp/B09SG2XVGJ","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371170","home","Retail Cordless Vacuum Cleaner","تجزئة - المنزل والمطبخ","B0839XY3SD","https://www.amazon.ae/-/en/dp/B0839XY3SD","https://www.amazon.ae/-/ar/dp/B0839XY3SD","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371171","home","Pro Compact Air Fryer","احترافي - المنزل والمطبخ","B0CY226XY8","https://www.amazon.ae/-/en/dp/B0CY226XY8","https://www.amazon.ae/-/ar/dp/B0CY226XY8","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371172","home","Pro Arabic Coffee Gift Kit","احترافي - المنزل والمطبخ","B0D2HBKMJS","https://www.amazon.ae/-/en/dp/B0D2HBKMJS","https://www.amazon.ae/-/ar/dp/B0D2HBKMJS","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371173","home","Pro Electric Kettle Set","احترافي - المنزل والمطبخ","B0D2HC9VL7","https://www.amazon.ae/-/en/dp/B0D2HC9VL7","https://www.amazon.ae/-/ar/dp/B0D2HC9VL7","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371174","home","Pro Capsule Coffee Machine","احترافي - المنزل والمطبخ","B0D2FDK1PS","https://www.amazon.ae/-/en/dp/B0D2FDK1PS","https://www.amazon.ae/-/ar/dp/B0D2FDK1PS","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371175","home","Pro Kitchen Storage Organizer","احترافي - المنزل والمطبخ","B0FR3X6C6K","https://www.amazon.ae/-/en/dp/B0FR3X6C6K","https://www.amazon.ae/-/ar/dp/B0FR3X6C6K","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371176","home","Pro Digital Kitchen Scale","احترافي - المنزل والمطبخ","B0FR4C7BKK","https://www.amazon.ae/-/en/dp/B0FR4C7BKK","https://www.amazon.ae/-/ar/dp/B0FR4C7BKK","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371177","home","Pro Countertop Blender","احترافي - المنزل والمطبخ","B0FQTF3657","https://www.amazon.ae/-/en/dp/B0FQTF3657","https://www.amazon.ae/-/ar/dp/B0FQTF3657","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371178","home","Pro Stainless Cookware Set","احترافي - المنزل والمطبخ","B09N6RL7HQ","https://www.amazon.ae/-/en/dp/B09N6RL7HQ","https://www.amazon.ae/-/ar/dp/B09N6RL7HQ","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371179","home","Pro Smart Home Diffuser","احترافي - المنزل والمطبخ","B0BFW6SQ1L","https://www.amazon.ae/-/en/dp/B0BFW6SQ1L","https://www.amazon.ae/-/ar/dp/B0BFW6SQ1L","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371180","home","Pro Cordless Vacuum Cleaner","احترافي - المنزل والمطبخ","B09DTPL1SJ","https://www.amazon.ae/-/en/dp/B09DTPL1SJ","https://www.amazon.ae/-/ar/dp/B09DTPL1SJ","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371181","home","Compact Compact Air Fryer","مدمج - المنزل والمطبخ","B0BWSBHN51","https://www.amazon.ae/-/en/dp/B0BWSBHN51","https://www.amazon.ae/-/ar/dp/B0BWSBHN51","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371182","home","Compact Arabic Coffee Gift Kit","مدمج - المنزل والمطبخ","B0F5WZWRBP","https://www.amazon.ae/-/en/dp/B0F5WZWRBP","https://www.amazon.ae/-/ar/dp/B0F5WZWRBP","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371183","home","Compact Electric Kettle Set","مدمج - المنزل والمطبخ","B0CPDCG9GX","https://www.amazon.ae/-/en/dp/B0CPDCG9GX","https://www.amazon.ae/-/ar/dp/B0CPDCG9GX","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371184","home","Compact Capsule Coffee Machine","مدمج - المنزل والمطبخ","B07N6MWYRR","https://www.amazon.ae/-/en/dp/B07N6MWYRR","https://www.amazon.ae/-/ar/dp/B07N6MWYRR","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371185","home","Compact Kitchen Storage Organizer","مدمج - المنزل والمطبخ","B0G1H6K93L","https://www.amazon.ae/-/en/dp/B0G1H6K93L","https://www.amazon.ae/-/ar/dp/B0G1H6K93L","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371186","home","Compact Digital Kitchen Scale","مدمج - المنزل والمطبخ","B0CF9BX15B","https://www.amazon.ae/-/en/dp/B0CF9BX15B","https://www.amazon.ae/-/ar/dp/B0CF9BX15B","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371187","home","Compact Countertop Blender","مدمج - المنزل والمطبخ","B09HNS14B8","https://www.amazon.ae/-/en/dp/B09HNS14B8","https://www.amazon.ae/-/ar/dp/B09HNS14B8","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371188","home","Compact Stainless Cookware Set","مدمج - المنزل والمطبخ","B0CX9CV1S7","https://www.amazon.ae/-/en/dp/B0CX9CV1S7","https://www.amazon.ae/-/ar/dp/B0CX9CV1S7","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371189","home","Compact Smart Home Diffuser","مدمج - المنزل والمطبخ","B0FM58W5Z7","https://www.amazon.ae/-/en/dp/B0FM58W5Z7","https://www.amazon.ae/-/ar/dp/B0FM58W5Z7","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371190","home","Compact Cordless Vacuum Cleaner","مدمج - المنزل والمطبخ","B09ZKX7WG3","https://www.amazon.ae/-/en/dp/B09ZKX7WG3","https://www.amazon.ae/-/ar/dp/B09ZKX7WG3","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371191","home","Premium Compact Air Fryer","فاخر - المنزل والمطبخ","B07ZJMZRBK","https://www.amazon.ae/-/en/dp/B07ZJMZRBK","https://www.amazon.ae/-/ar/dp/B07ZJMZRBK","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371192","home","Premium Arabic Coffee Gift Kit","فاخر - المنزل والمطبخ","1452135215","https://www.amazon.ae/-/en/dp/1452135215","https://www.amazon.ae/-/ar/dp/1452135215","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371193","home","Premium Electric Kettle Set","فاخر - المنزل والمطبخ","B0GLH29BQM","https://www.amazon.ae/-/en/dp/B0GLH29BQM","https://www.amazon.ae/-/ar/dp/B0GLH29BQM","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371194","home","Premium Capsule Coffee Machine","فاخر - المنزل والمطبخ","B0F21QG7ZS","https://www.amazon.ae/-/en/dp/B0F21QG7ZS","https://www.amazon.ae/-/ar/dp/B0F21QG7ZS","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371195","home","Premium Kitchen Storage Organizer","فاخر - المنزل والمطبخ","B0C713YJWP","https://www.amazon.ae/-/en/dp/B0C713YJWP","https://www.amazon.ae/-/ar/dp/B0C713YJWP","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371196","home","Premium Digital Kitchen Scale","فاخر - المنزل والمطبخ","B0FC2KVHQC","https://www.amazon.ae/-/en/dp/B0FC2KVHQC","https://www.amazon.ae/-/ar/dp/B0FC2KVHQC","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371197","home","Premium Countertop Blender","فاخر - المنزل والمطبخ","B0H85D9XVB","https://www.amazon.ae/-/en/dp/B0H85D9XVB","https://www.amazon.ae/-/ar/dp/B0H85D9XVB","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371198","home","Premium Stainless Cookware Set","فاخر - المنزل والمطبخ","B0F53RLK9M","https://www.amazon.ae/-/en/dp/B0F53RLK9M","https://www.amazon.ae/-/ar/dp/B0F53RLK9M","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371199","home","Premium Smart Home Diffuser","فاخر - المنزل والمطبخ","B0H2KQQ8BH","https://www.amazon.ae/-/en/dp/B0H2KQQ8BH","https://www.amazon.ae/-/ar/dp/B0H2KQQ8BH","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371200","home","Premium Cordless Vacuum Cleaner","فاخر - المنزل والمطبخ","B0DNMM7V53","https://www.amazon.ae/-/en/dp/B0DNMM7V53","https://www.amazon.ae/-/ar/dp/B0DNMM7V53","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371201","home","Travel Compact Air Fryer","سفر - المنزل والمطبخ","B07RGGYLGY","https://www.amazon.ae/-/en/dp/B07RGGYLGY","https://www.amazon.ae/-/ar/dp/B07RGGYLGY","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
"ORDER-371202","home","Travel Arabic Coffee Gift Kit","سفر - المنزل والمطبخ","B0CTDVSW5Y","https://www.amazon.ae/-/en/dp/B0CTDVSW5Y","https://www.amazon.ae/-/ar/dp/B0CTDVSW5Y","amazon.ae","ready","Amazon.ae popularity-rank query: kitchen organizer"
